company_name,website_url,business_description,main_products_services,talent_values,ceo_message,crawl_success,error
신세계아이앤씨,https://shinsegae-inc.com,"신세계아이앤씨는 디지털 기술로 새로운 영역에서 새로운 가치를 만들어내는 글로벌 리테일테크 전문 기업입니다. 우리는 최고의 기술력을 기반으로 클라우드, 인공지능, 스마트리테일, 데이터 비즈니스 등 변화와 혁신의 리테일 환경을 구축합니다.",AI|Cloud|Payment|IT Service|EV Charging|Edu|BIZ,실력주의를 기반으로 최고를 지향하겠습니다.,,True,
써드맨,https://contract.seoul.go.kr,"서울시의 모든 공공 계약정보를 제공하며, 사회적 가치 실현을 위한 공공구매몰을 운영합니다. 다양한 용역 및 계약 관리 프로그램을 통해 공공기관의 효율성을 높이고 있습니다.",공공 계약정보 제공|용역 및 계약 관리 프로그램,,,True,
써스포,https://www.instagram.com,,,,,True,
쓰리빌리언,https://3billion.io,"쓰리빌리언은 희귀질환 유전자 검사 분야에서 자동 재분석 시스템과 독자적인 AI 기술을 활용하여 진단율을 높이고 있습니다. 2016년 설립 이후, 희귀질환 환자들에게 더 빠르고 정확한 진단을 제공하기 위해 노력하고 있습니다.",3B-EXOME|3B-GENOME,,,True,
쓰리아이,null,"쓰리아이는 첫 쇼핑을 지원하는 할인 쿠폰을 제공하며, 결제 시스템을 운영하고 있습니다. 고객이 결제를 완료할 때까지 결제 창을 닫지 않도록 안내하고 있습니다.",할인 쿠폰|결제 시스템,,,True,
쓰리케이원에이아이,https://www.jobkorea.co.kr,쓰리케이원에이아이는 AI 기반의 맞춤형 취업 정보 및 채용 플랫폼을 제공하는 기업입니다. 사용자의 이력에 맞는 기회를 찾아주는 서비스를 통해 구직자와 기업을 연결합니다.,AI 추천 취업 정보|맞춤형 채용 공고,,,True,
씨넥스존,https://www.cynex.co.kr,"씨넥스존은 IT 및 IoT 디바이스의 유통과 제조를 전문으로 하며, 시스템 솔루션을 공급합니다.",IT 디바이스|IoT 디바이스|시스템 솔루션,,,True,
씨아이에스엠텍,http://www.cismtech.com,,,,,True,
씨앤에이커뮤니케이션즈,http://www.balsong.com,,,,,True,
씨앤테크,https://iot-cntech.com,,,,,True,
씨에스리,https://www.cslee.co.kr,,,,,False,페이지 크롤링 실패
씨에스피아이,http://www.cspi.co.kr,"㈜씨에스피아이는 고객 비즈니스 혁신을 최우선 목표로 삼고, 차별화된 IT 솔루션과 서비스를 제공해왔습니다. 끊임없는 혁신과 기술개발로 고객의 성공과 함께하는 최고의 IT 서비스 기업입니다.",IT 솔루션|IT 서비스,Smart & Creative! 도전과 열정이 아름다운 사람들,최고의 기술로 고객의 든든한 파트너가 되겠습니다.,True,
씨에이에스,https://www.casit.co.kr,씨에이에스(C.A.S)는 1995년부터 세계 최고 수준의 IT Assurance Services 제공을 통한 고객 경쟁력 향상과 사회기여를 위해 노력하고 있습니다. 우리는 기술의 순기능 촉진과 역기능 방지라는 사명감으로 30년을 헤쳐왔습니다.,정보시스템감리|IT컨설팅|정보보호 엔지니어링|AI∙SW센터(GRC솔루션),,우리는 기술의 순기능 촉진과 역기능 방지라는 사명감으로 30년을 헤쳐왔습니다. 씨에이에스는 미래 신기술시대의 안전하고 활기찬 세상을 위해 노력하겠습니다.,True,
씨엔씨네트웍스,http://www.cncnetworks.co.kr,,,,,True,
씨지인사이드,https://www.k-digitalgc.org,K-디지털그랜드챔피언십은 민·관 합동 통합 경진대회를 개최하고 우수한 청년 ICT 스타트업을 후속 집중 지원하여 대한민국을 대표하는 디지털 청년기업을 발굴하고 육성하는 프로그램입니다.,K-디지털그랜드챔피언십|스타트업 후속 지원 프로그램,,,True,
씨티아이에스CTIS Co,https://www.jobkorea.co.kr,,,,,True,
씨티케이,https://www.ct-k.com,씨티케이는 HPLC 및 SFC용 Chiral Columns를 전문으로 하는 기업입니다. 다양한 종류의 Chiral Columns와 관련된 기술 지원 및 분석 서비스를 제공합니다.,Chiral Columns|분취 서비스,,,True,
씽크풀,https://www.thinkpool.com,"씽크풀은 AI 기반의 정보 분석 서비스를 제공하는 기업으로, 주식 시장의 주요 이슈와 종목에 대한 분석을 통해 투자자들에게 유용한 정보를 제공합니다.",AI정보분석|라씨매매신호,,,True,
씽클레어,https://brunch.co.kr,"브런치는 작품이 되는 공간으로, 다양한 작가들이 글과 감성을 담아 작품을 감상할 수 있는 플랫폼입니다. 독서클럽과 추천 작가, 연재 등의 서비스를 제공합니다.",브런치 플랫폼|작가 추천 서비스,,,True,
아데나소프트,http://athenasoft.co.kr,,,,,True,
아수소프트,http://www.asoosoft.net,,,,,True,
아워박스,https://ourbox.co.kr,"아워박스는 온라인 판매자들을 위한 물류 대행 서비스와 맞춤형 솔루션을 제공하는 기업입니다. 고객사의 물류 고민을 해결하기 위해 상품 보관, 포장, 배송, 컨설팅 등 토탈 물류 서비스를 제공합니다.",물류 대행 서비스|풀필먼트 서비스,,,True,
아이디알시스템,https://www.idealsys.co.kr,"㈜아이디알시스템은 스마트공장의 표준을 제시하며, 농식품 분야 스마트 솔루션의 글로벌 스탠더드를 제공하고자 합니다. 30년의 노하우를 바탕으로 지속적인 연구개발을 통해 고객가치 실현을 추구하고 있습니다.",RPC 사업부|SPC 사업부|APC 사업부|비전사업부|환경사업부|스마트솔루션 사업부,"창조, 도전, 정직, 헌신",,True,
아이디에스앤트러스트,http://www.idstrust.com,"아이디에스앤트러스트는 헬스케어 산업에 특화된 Total Healthcare 솔루션 구축 및 운영 전문기업입니다. SAP ERP 컨설팅 및 유지보수, IT Outsourcing 서비스, Smart Factory 솔루션, 그룹웨어 솔루션 공급 등 그 밖의 주요 사업을 통해 축적해온 경험과 역량을 바탕으로 신 사업과 대외사업을 확장하고 있습니다.",SAP ERP|GxP 솔루션|Salesforce|RPA|GroupWare|e-HR,우리는 'Total' 솔루션의 제공을 통해 고객에게 최대한의 가치를 전하기 위해 노력합니다. 고객의 목적이 우리의 목적이 되는 기업.,,True,
아이림프,https://www.instagram.com,,,,,True,
아이비즈소프트웨어,https://www.ibizsoftware.net,"아이비즈소프트웨어는 인공지능 시대의 표준을 목표로 하는 AX 파트너로, 20년의 엔터프라이즈 솔루션 구축 경험을 바탕으로 차세대 인공지능 서비스와 시스템 개발을 제공합니다.",DevAX Gen AI 기반의 개발 통합 플랫폼|AI 기반의 지능형 여행 컨시어지 서비스,,,True,
아이비티에스,http://ibtsys.co.kr,"아이비티에스(주)는 IT 아웃소싱, IT 서비스, IT 솔루션 전문업체로 고객의 경쟁력 강화를 위해 최고의 IT 기술력과 전문지식을 제공하고 있습니다. S/W 개발 및 SM 아웃소싱, 유지보수, IT 솔루션 등 IT 전반에 걸친 서비스를 사업 아이템으로 하고 있습니다.",IT 아웃소싱|IT 서비스|IT 솔루션,"신뢰, 자율, 열정으로 고객의 행복을 돕는다.",아이비티에스(주) 임직원은 끊임없는 기술개발과 한차원 더 높은 서비스로 고객 여러분께 다가가겠습니다.,True,
아이서트,https://icert.cafe24.com,(주)아이서트는 인터넷솔루션 개발 전문회사로서 전자구매 시스템 구축 및 학사 행정관리시스템 개발 및 판매를 목적으로 다양한 컨포넌트 기술과 제품을 개발하고 있는 회사입니다.,공동인증서 관리 시스템|전자구매 시스템,,,True,
아이서티,https://www.icerti.com,"아이서티는 AI 기반 데이터 신뢰를 설계하는 보안 솔루션 전문 기업으로, 문서와 영상의 진본성을 검증하는 기술을 제공합니다. 2010년 설립 이후, 다양한 보안 솔루션을 통해 디지털 신뢰 인프라를 구축하고 있습니다.",EDRON-VIEW & I-VPM 영상정보 보안 솔루션|E-DOCU-CERT 전자증명 발급 솔루션,,,True,
아이씨티웨이,https://www.ictway.co.kr,"아이씨티웨이는 AI, ICT 플랫폼 및 디지털 트윈 경험 제공을 통해 고객에게 혁신적인 솔루션을 제공합니다. 다양한 산업에 걸쳐 정보통신 기술을 활용하여 고객의 비즈니스 가치를 극대화하는 것을 목표로 하고 있습니다.",AI|ICT 플랫폼|디지털 트윈,,,True,
아이아이컴바인드,https://www.iiccareers.com,"아이아이컴바인드는 글로벌 패션 아이웨어 브랜드 젠틀몬스터를 시작으로 다양한 브랜드를 전개하고 있으며, 끊임없는 새로운 생각과 도전을 통해 성장을 이어가고 있습니다.",젠틀몬스터(GENTLE MONSTER)|탬버린즈(TAMBURINS)|누데이크(NUDAKE)|어티슈(ATiiSSU)|누플랏(Nuflaat),,,True,
아이알에스소프트코리아,https://www.irskorea.co.kr,"아이알에스소프트코리아는 인공지능 및 데이터 분석 관련 솔루션을 제공하는 기업입니다. 주요 서비스로는 정보 유출 모니터링, 클러스터링 및 분류, 검색 및 수집 기능을 포함합니다.",Qrator|iTrinity|InfoCapture|i-Bot|i-Class|CopyChecker|i-Cube,,,True,
아이에스오에스컨설팅,https://www.saramin.co.kr,"취업, 채용, 커리어 매칭 플랫폼으로, 사람인이라는 이름으로 알려져 있습니다. 다양한 직무와 회사, 지역, 키워드로 검색할 수 있는 기능을 제공합니다.",커리어 매칭 플랫폼|인적성검사,,,True,
아이엑세스,www.iaccess.co.kr,"아이엑세스는 신입 개발자 양성을 위해 프로젝트 기획, 설계, 산출물 작성법과 개발에 필요한 솔루션을 교육합니다. 또한, 경력개발자의 Skill Up을 위해 국내 우수 교육센터와 연계하여 재직자 직무향상과 세미나, 컨퍼런스 참여 등을 통해 기술 흐름을 습득합니다.",신입 개발자 교육|경력 개발자 직무 향상,인재가 미래라는 기치 아래 IT 인재를 발굴하고 육성하는 것,"21세기 IT 기술의 발전에 발맞추어 인재를 발굴하고 육성하는 것이 회사의 미래를 결정짓는 중대한 일이라는 점을 강조하며, 고객들에게 진정한 e-service를 제공하기 위해 끊임없이 노력할 것임을 약속합니다.",True,
아이엔소프트,https://www.jobkorea.co.kr,,,,,True,
아이엠폼,https://www.imform.biz,아이엠폼은 기업의 미래가치를 더하는 디지털 트랜스폼 전략과 솔루션을 제공하는 IT 전문 기업입니다. 크로스보더 플랫폼과 간편결제 플랫폼을 통해 다양한 비즈니스 솔루션을 제공합니다.,AI-driven Marketing & Design 솔루션|minishop 솔루션,,,True,
아이오트리,https://www.iotree.co.kr,,,,,True,
아이웹,https://www.i-web.kr,"아이웹은 월 7,000원으로 홈페이지와 그룹웨어를 제공하는 서비스입니다. 다양한 무료 스킨과 맞춤형 홈페이지 제작 서비스를 통해 고객의 비즈니스에 적합한 솔루션을 제공합니다.",홈페이지 제작|그룹웨어 제공,,,True,
아이이에이,https://iea.co.kr,,,,,True,
아이지아이코리아,https://www.jobkorea.co.kr,"아이지아이코리아는 손해 보험업에 종사하는 대기업으로, 다양한 보험 상품을 제공하고 있습니다. 고객의 안전과 재정적 안정을 위해 최선을 다하고 있습니다.",손해 보험|보험 상품,,,True,
아이컴테크놀러지,https://www.i-commtech.co.kr,"아이컴테크놀러지는 시스템통합의 새로운 지표를 제시하며, 대기업과 공공기관의 내부 시스템 개발 및 iOT 기술을 활용한 모바일 서비스 구축을 자체 기술로 구현합니다. 최고의 시스템 구축을 통해 고객에게 새로운 비즈니스 가치를 창출하고자 합니다.",시스템 통합|모바일 서비스 구축,우수한 개발인력이 고객의 니즈에 맞는 솔루션을 제공하기 위해 협업하고 있습니다.,,True,
아이투맥스,https://www.i2max.co.kr,,,,,True,
아이트럭,https://itruck.co.kr,"아이트럭은 중고 화물차 및 트럭 매매 전문 기업으로, 고객에게 맞춤형 트럭 추천 서비스를 제공합니다. 또한, 전문 진단사를 통해 차량의 성능을 점검하고, 안심 보증 차량을 제공하여 안전한 거래를 지원합니다.",중고 화물차 매매|트럭 추천 서비스,,,True,
아이티사람들,https://platformit.co.kr,"플랫폼아이티는 IT 및 AI 인프라를 구축하는 기업으로, 맞춤형 스마트 전자노선도를 개발하여 솔루션을 제공합니다. 혁신과 기술을 통해 차별화된 서비스를 제공하며, 고객의 성장을 추구합니다.",AI 인프라 구축|스마트 전자노선도,,,True,
아이티에스피,http://www.itsp.co.kr,,,,,False,페이지 크롤링 실패
아이티컨버젼,http://itconv.co.kr,"아이티컨버젼은 인공지능(AI) 기반의 클라우드 서비스 플랫폼 기술에 대한 연구 개발을 통해 차세대 ICT 분야를 선도하고 있습니다. 다양한 가치 창출을 목표로 하며, 스마트팜, 시스템 통합, ERP 및 MES 솔루션을 제공합니다.",스마트팜 인공지능 솔루션|시스템 통합 KIOSK 플랫폼,,아이티컨버젼스는 고객의 성공이 바로 우리의 성공이라는 목표로 다양한 파트너사들과 성공적인 가치 창출을 위해 항상 최선을 다할 것입니다.,True,
아이티크루,https://www.itcrew.co.kr,"아이티크루는 다양한 경험과 높은 기술력을 보유한 전문가로 구성된 R&D 전문기업입니다. 그룹웨어 등 업무솔루션을 개발 및 유지보수하며, 안정성을 최우선으로 하는 업무지원을 약속합니다.",OfficeCore-NE 그룹웨어|클라우드 서비스,,,True,
아이티펍,https://www.itpub.co.kr,"ITPUB은 AI 및 빅데이터를 활용한 디지털 전환 파트너로, 고객의 비즈니스 요구에 맞춘 솔루션을 제공합니다. 다양한 산업에 걸쳐 IT 솔루션을 제공하며, 고객의 니즈에 맞춘 맞춤형 서비스를 통해 가치를 창출합니다.",AI & BigData|디지털 전환 솔루션,,,True,
